city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb,price_avg,clean_date
上海,整租·万科金域澜湾 4室1厅 复式 南,整租,浦东,临港新城,万科金域澜湾,140.0,4,1,3,南,低,4,官方核验|随时看房,链家,2天前维护,3900,3900,2026-01-06
上海,整租·碧桂园柏悦前湾 4室2厅 南/北,整租,闵行,华漕,碧桂园柏悦前湾,218.67,4,2,3,南 北,低,9,官方核验|随时看房,链家,1天前维护,8200,8200,2026-01-07
上海,整租·良隆园 5室2厅 南/北,整租,松江,九亭,良隆园,140.0,5,2,2,南 北,高,6,官方核验|双卫生间,链家,2天前维护,6000,6000,2026-01-06
上海,整租·绿地海悦 2室1厅 南,整租,静安,苏河湾,绿地海悦,62.59,2,1,1,南,中,29,近地铁|精装,链家,未知,7500,7500,未知
上海,整租·中煌大厦 1室1厅 南,整租,徐汇,龙华,中煌大厦,54.0,1,1,1,南,高,18,近地铁|精装|随时看房,链家,未知,4500,4500,未知
上海,整租·万科金域澜湾 3室1厅 南,整租,浦东,临港新城,万科金域澜湾,90.0,3,1,2,南,高,8,官方核验|双卫生间,链家,未知,3300,3300,未知
上海,整租·黄山坊 2室1厅 南,整租,虹口,凉城,黄山坊,66.96,2,1,1,南,中,17,官方核验|近地铁,链家,1天前维护,5700,5700,2026-01-07
上海,整租·楠林水岸别墅 4室2厅 南/北,整租,青浦,金泽,楠林水岸别墅,197.0,4,2,3,南 北,低,2,官方核验|精装|随时看房,链家,1天前维护,11688,11688,2026-01-07
上海,整租·斜土路734弄 1室1厅 南,整租,黄浦,打浦桥,斜土路734弄,49.0,1,1,1,南,高,7,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,5830,5830,2026-01-08
上海,整租·嘉利坊 2室1厅 南,整租,嘉定,丰庄,嘉利坊,60.96,2,1,1,南,中,7,官方核验|近地铁|精装,链家,3天前维护,5500,5500,2026-01-05
上海,整租·威尼斯花园 6室2厅 复式 南,整租,青浦,金泽,威尼斯花园,316.76,6,2,5,南,低,1,官方核验,链家,1天前维护,9300,9300,2026-01-07
上海,整租·延吉四村 1室1厅 南,整租,杨浦,黄兴公园,延吉四村,31.15,1,1,1,南,中,6,公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,4230,4230,2026-01-08
上海,整租·虹梅新苑北区 2室2厅 南,整租,闵行,吴泾,虹梅新苑北区,86.0,2,2,1,南,高,6,未知,链家,1天前维护,3400,3400,2026-01-07
上海,整租·建华公寓 2室1厅 南,整租,浦东,花木,建华公寓,88.34,2,1,1,南,高,6,官方核验|近地铁|精装|随时看房,链家,1天前维护,8000,8000,2026-01-07
上海,整租·恒鑫公寓 2室2厅 南,整租,宝山,淞宝,恒鑫公寓,118.12,2,2,1,南,高,18,官方核验,链家,2天前维护,5500,5500,2026-01-06
上海,整租·锦秋花园(公寓) 1室1厅 南,整租,宝山,上大,锦秋花园(公寓),63.97,1,1,1,南,高,16,官方核验|精装,链家,2天前维护,4800,4800,2026-01-06
上海,整租·塘南小区 1室0厅 南,整租,浦东,南码头,塘南小区,33.94,1,0,1,南,低,5,官方核验,链家,未知,3600,3600,未知
上海,整租·南园坊 4室3厅 南,整租,浦东,惠南,南园坊,86.17,4,3,2,南,高,5,官方核验|精装|双卫生间,链家,2天前维护,2300,2300,2026-01-06
上海,整租·中环境秋月二期 3室2厅 南,整租,青浦,朱家角,中环境秋月二期,120.04,3,2,2,南,中,5,官方核验|双卫生间|随时看房,链家,1天前维护,3000,3000,2026-01-07
上海,整租·控江路1200弄 1室1厅 南,整租,杨浦,控江路,控江路1200弄,38.35,1,1,1,南,中,5,官方核验|近地铁,链家,3天前维护,3500,3500,2026-01-05
上海,整租·欧泊圣堡苑 6室6厅 南,整租,浦东,川沙,欧泊圣堡苑,294.0,6,6,6,南,低,2,官方核验,链家,未知,15000,15000,未知
上海,整租·匡巷二村 2室1厅 南,整租,嘉定,江桥,匡巷二村,87.49,2,1,1,南,中,26,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,5590,5590,2026-01-08
上海,整租·半岛花园 2室2厅 南,整租,普陀,长寿路,半岛花园,100.31,2,2,1,南,中,23,官方核验|近地铁|精装|随时看房,链家,未知,9500,9500,未知
上海,整租·莱诗邸 2室2厅 南,整租,徐汇,徐家汇,莱诗邸,101.67,2,2,2,南,低,30,官方核验|近地铁|精装|双卫生间,链家,1天前维护,15500,15500,2026-01-07
上海,整租·巨龙台湾城 1室1厅 南,整租,奉贤,西渡,巨龙台湾城,37.0,1,1,1,南,高,6,官方核验|近地铁|随时看房,链家,3天前维护,1700,1700,2026-01-05
上海,整租·中福城二期 3室2厅 南,整租,黄浦,南京东路,中福城二期,132.0,3,2,2,南,高,17,官方核验|近地铁|精装|双卫生间,链家,未知,18700,18700,未知
上海,整租·浦东大道140弄 1室1厅 南,整租,浦东,梅园,浦东大道140弄,35.0,1,1,1,南,中,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,5090,5090,2026-01-08
上海,整租·三阳小区 1室1厅 南,整租,静安,闸北公园,三阳小区,37.95,1,1,1,南,高,7,官方核验|近地铁|随时看房,链家,4天前维护,3600,3600,2026-01-04
上海,整租·馨佳园(韶山路419弄) 2室2厅 南/北,整租,宝山,顾村,馨佳园(韶山路419弄),83.0,2,2,1,南 北,低,14,近地铁,链家,2天前维护,2700,2700,2026-01-06
上海,整租·桥一小区 2室1厅 南,整租,黄浦,五里桥,桥一小区,47.44,2,1,1,南,高,7,公寓|月租|拎包入住|近地铁|精装|押一付一|随时看房,自如,今天维护,5790,5790,2026-01-08
上海,整租·宛平路297弄 1室1厅 南,整租,徐汇,衡山路,宛平路297弄,40.0,1,1,1,南,低,3,官方核验|近地铁|随时看房,链家,未知,5700,5700,未知
上海,整租·佘山东郡 4室2厅 南,整租,松江,泗泾,佘山东郡,460.3,4,2,4,南,低,2,官方核验,链家,1天前维护,13000,13000,2026-01-07
上海,整租·华经大厦 2室1厅 南,整租,普陀,甘泉宜川,华经大厦,93.7,2,1,1,南,高,24,官方核验|近地铁|精装|随时看房,链家,2天前维护,7000,7000,2026-01-06
上海,整租·好旺花苑 2室1厅 南,整租,宝山,大华,好旺花苑,64.49,2,1,1,南,低,6,公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,5215,5215,2026-01-08
上海,整租·金沙嘉年华 2室2厅 南,整租,普陀,长征,金沙嘉年华,83.94,2,2,1,南,高,6,官方核验|近地铁|精装|随时看房,链家,1天前维护,6400,6400,2026-01-07
上海,整租·政通路118弄 1室1厅 南/北,整租,杨浦,五角场,政通路118弄,48.68,1,1,1,南 北,高,7,官方核验|近地铁,链家,2天前维护,4500,4500,2026-01-06
上海,整租·玉盘佳苑 3室2厅 南,整租,宝山,杨行,玉盘佳苑,125.0,3,2,2,南,低,18,精装|双卫生间,链家,未知,6200,6200,未知
上海,整租·龙湖北城天街 2室1厅 西南,整租,宝山,顾村,龙湖北城天街,37.5,2,1,1,西南,低,16,近地铁|精装,链家,未知,3422,3422,未知
上海,整租·同济路1111弄 2室1厅 南,整租,宝山,淞宝,同济路1111弄,65.08,2,1,1,南,低,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4160,4160,2026-01-08
上海,整租·金阳小区 3室1厅 南,整租,长宁,中山公园,金阳小区,62.31,3,1,1,南,高,7,官方核验|近地铁|精装,链家,3天前维护,7500,7500,2026-01-05
上海,整租·静安新格公寓 2室1厅 南,整租,静安,江宁路,静安新格公寓,48.61,2,1,1,南,中,23,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,8530,8530,2026-01-08
上海,整租·保德路425弄 2室1厅 南,整租,静安,彭浦,保德路425弄,59.49,2,1,1,南,高,6,官方核验|精装|随时看房,链家,2天前维护,4200,4200,2026-01-06
上海,整租·新领地 2室1厅 西南,整租,浦东,花木,新领地,66.95,2,1,1,西南,高,29,官方核验|近地铁|随时看房,链家,1天前维护,4800,4800,2026-01-07
上海,整租·上海壹街区 2室1厅 南,整租,静安,南京西路,上海壹街区,98.14,2,1,1,南,中,32,公寓|拎包入住|精装|随时看房,曼舍,今天维护,19200,19200,2026-01-08
上海,整租·城林雅苑 2室1厅 南,整租,浦东,三林,城林雅苑,67.19,2,1,1,南,中,26,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4830,4830,2026-01-08
上海,整租·岐山村 1室1厅 南,整租,长宁,中山公园,岐山村,38.62,1,1,1,南,低,7,官方核验|近地铁|精装|随时看房,链家,4天前维护,6300,6300,2026-01-04
上海,整租·上海康城 2室1厅 南,整租,闵行,莘闵别墅,上海康城,90.59,2,1,1,南,低,17,公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,4660,4660,2026-01-08
上海,整租·开鲁六村 1室1厅 南,整租,杨浦,中原,开鲁六村,41.58,1,1,1,南,中,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4390,4390,2026-01-08
上海,整租·秦家弄小区 1室1厅 南,整租,杨浦,东外滩,秦家弄小区,46.52,1,1,1,南,低,7,官方核验|近地铁|精装,链家,未知,5400,5400,未知
上海,整租·天原二村 1室0厅 南,整租,长宁,天山,天原二村,30.2,1,0,1,南,低,5,官方核验|近地铁|精装,链家,1天前维护,4000,4000,2026-01-07
上海,整租·沁乐佳苑 1室1厅 南/北,整租,嘉定,安亭,沁乐佳苑,55.85,1,1,1,南 北,高,7,官方核验|精装,链家,未知,2300,2300,未知
上海,整租·园南新村 2室1厅 南,整租,徐汇,植物园,园南新村,51.24,2,1,1,南,高,6,官方核验,链家,未知,4400,4400,未知
上海,整租·九歌上郡 1室1厅 南,整租,闵行,静安新城,九歌上郡,49.25,1,1,1,南,中,11,官方核验|近地铁|随时看房,链家,2天前维护,6300,6300,2026-01-06
上海,整租·文华苑(宝山) 3室3厅 复式 南,整租,宝山,大华,文华苑(宝山),146.55,3,3,2,南,高,6,官方核验|近地铁|精装|双卫生间,链家,1天前维护,9500,9500,2026-01-07
上海,整租·祥东小区(虹口) 1室1厅 南,整租,虹口,曲阳,祥东小区(虹口),34.37,1,1,1,南,中,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4460,4460,2026-01-08
上海,整租·昌七小区 1室1厅 南,整租,浦东,世博,昌七小区,57.55,1,1,1,南,中,6,公寓|拎包入住|近地铁|精装|押一付一,自如,5天前维护,4790,4790,2026-01-03
上海,整租·鹤北新村 1室1厅 南,整租,闵行,老闵行,鹤北新村,38.92,1,1,1,南,低,6,公寓|拎包入住|近地铁|精装|押一付一,自如,6天前维护,3160,3160,2026-01-02
上海,整租·金杨新村十一街坊 2室1厅 南,整租,浦东,金杨,金杨新村十一街坊,73.34,2,1,1,南,中,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,5460,5460,2026-01-08
上海,整租·雅仕轩 4室2厅 跃层 南,整租,松江,莘闵别墅,雅仕轩,273.39,4,2,3,南,低,3,官方核验|精装,链家,1天前维护,21500,21500,2026-01-07
上海,整租·辽源四村 2室1厅 南,整租,杨浦,鞍山,辽源四村,50.03,2,1,1,南,高,5,公寓|拎包入住|近地铁|精装|押一付一|随时看房,自如,今天维护,5390,5390,2026-01-08
上海,整租·明南佳苑 2室2厅 南,整租,崇明,崇明新城,明南佳苑,82.93,2,2,1,南,中,5,官方核验|随时看房,链家,1天前维护,1000,1000,2026-01-07
上海,整租·江海新村 3室1厅 南,整租,奉贤,南桥,江海新村,84.98,3,1,1,南,中,6,官方核验,链家,1天前维护,2100,2100,2026-01-07
上海,整租·陆家嘴锦绣观澜 3室2厅 南,整租,浦东,川沙,陆家嘴锦绣观澜,96.83,3,2,2,南,高,17,官方核验|近地铁|精装|双卫生间|随时看房,链家,未知,8200,8200,未知
上海,整租·崮山小区二街坊 1室1厅 南,整租,浦东,洋泾,崮山小区二街坊,45.64,1,1,1,南,低,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4200,4200,2026-01-08
上海,整租·盛大天地青春里2.0 2室2厅 南,整租,浦东,张江,盛大天地青春里2.0,48.33,2,2,2,南,中,13,精装|双卫生间,链家,1天前维护,6500,6500,2026-01-07
上海,整租·龙柏香榭苑 2室1厅 南,整租,闵行,龙柏,龙柏香榭苑,97.67,2,1,1,南,低,12,官方核验|近地铁,链家,2天前维护,8300,8300,2026-01-06
上海,整租·美丽华花园(公寓) 3室2厅 西南/西,整租,长宁,古北,美丽华花园(公寓),130.88,3,2,2,西南 西,中,18,官方核验|近地铁|精装|双卫生间|随时看房,链家,未知,14850,14850,未知
上海,整租·新湖明珠城（一二期） 1室1厅 南,整租,普陀,武宁,新湖明珠城（一二期）,65.0,1,1,1,南,高,32,官方核验|近地铁,链家,未知,7000,7000,未知
上海,整租·乳山四村 1室1厅 南,整租,浦东,梅园,乳山四村,31.65,1,1,1,南,低,6,官方核验|近地铁|精装,链家,4天前维护,3800,3800,2026-01-04
上海,整租·洛川小区 2室1厅 南,整租,静安,闸北公园,洛川小区,47.23,2,1,1,南,高,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4890,4890,2026-01-08
上海,整租·金杨新村九街坊 2室1厅 南,整租,浦东,金杨,金杨新村九街坊,57.04,2,1,1,南,高,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,4714,4714,2026-01-08
上海,整租·淀湖山庄西区 3室1厅 南/北,整租,青浦,朱家角,淀湖山庄西区,108.64,3,1,1,南 北,高,6,近地铁|精装,链家,2天前维护,3500,3500,2026-01-06
上海,整租·海上湾华庭樱园别墅 4室2厅 南,整租,青浦,朱家角,海上湾华庭樱园别墅,338.0,4,2,4,南,低,1,官方核验|精装,链家,1天前维护,15300,15300,2026-01-07
上海,整租·金地湾流域（一期518弄别墅/大洋房） 4室2厅 南,整租,浦东,三林,金地湾流域（一期518弄别墅/大洋房）,175.3,4,2,2,南,高,7,官方核验|精装|双卫生间|随时看房,链家,未知,17000,17000,未知
上海,整租·铁岭路50弄 1室1厅 南,整租,杨浦,鞍山,铁岭路50弄,32.13,1,1,1,南,低,5,官方核验|近地铁|精装,链家,未知,4900,4900,未知
上海,整租·龙山新村 2室1厅 南,整租,徐汇,万体馆,龙山新村,40.6,2,1,1,南,中,4,公寓|拎包入住|近地铁|精装|押一付一|随时看房,自如,今天维护,5760,5760,2026-01-08
上海,整租·合肥路584弄 1室0厅 北,整租,黄浦,新天地,合肥路584弄,25.0,1,0,1,北,低,1,官方核验|近地铁|精装|随时看房,链家,1天前维护,4300,4300,2026-01-07
上海,独栋·柚米寓 顾村店 近7号线宝山龙湖天街，精装两室，独立阳台，民用水电 2室1厅,独栋,未知,未知,未知,65.0,2,1,2,未知,未知,0,独栋公寓|月租|精装|有阳台|开放厨房|押一付一,柚米寓,2天前维护,3827,3827,2026-01-06
上海,整租·卓越世纪中心(青浦) 4室2厅 复式 南,整租,青浦,盈浦,卓越世纪中心(青浦),151.68,4,2,2,南,低,6,近地铁|精装|双卫生间,链家,未知,20000,20000,未知
上海,独栋·加号plusHouse 杨浦店 超值特惠整租一室 沪漂首选空间大 开间,整租,未知,未知,未知,29.6,1,0,1,未知,未知,0,独栋公寓|月租|近地铁|精装|押一付一,加号plusHouse,3个月前维护,3600-3700,3600,2025-10-10
上海,整租·石油新村(虹口) 2室0厅 南/北,整租,虹口,凉城,石油新村(虹口),46.2,2,0,1,南 北,中,6,官方核验|近地铁,链家,3天前维护,4500,4500,2026-01-05
上海,独栋·和光寓 辽源西路店 精致单间 开间,独栋,未知,未知,未知,36.82,1,0,1,未知,未知,0,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,和光寓,27天前维护,3750,3750,2025-12-12
上海,整租·襄阳南路452弄 2室1厅 南,整租,徐汇,建国西路,襄阳南路452弄,62.96,2,1,1,南,中,5,官方核验|近地铁|精装,链家,未知,10800,10800,未知
上海,整租·潍坊二村 2室1厅 南/北,整租,浦东,潍坊,潍坊二村,48.73,2,1,1,南 北,高,5,官方核验|近地铁|精装|随时看房,链家,未知,6300,6300,未知
上海,独栋·柚米寓 顾村店 直租·小区精装大两室两卫·都带阳台·朝南民用水电 2室1厅,独栋,未知,未知,未知,60.0,2,1,2,未知,未知,0,独栋公寓|精装|有阳台|开放厨房|押一付一,柚米寓,2天前维护,3827,3827,2026-01-06
上海,整租·国贸天悦一期观澜庭 4室2厅 南,整租,松江,佘山,国贸天悦一期观澜庭,131.1,4,2,2,南,低,13,官方核验|精装|双卫生间|随时看房,链家,2天前维护,7500,7500,2026-01-06
上海,独栋·方隅服务公寓 上海颛桥方隅公寓B店 【闵行国际社区】电费补贴和VIP服务全新装修 品牌家电 拎包入住 包网络物业 1室1厅,独栋,未知,未知,未知,40.0,1,1,1,未知,未知,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,方隅服务公寓,1天前维护,4550,4550,2026-01-07
上海,整租·阳光城花满墅 5室3厅 南,整租,宝山,罗店,阳光城花满墅,470.23,5,3,3,南,低,3,官方核验,链家,未知,10500,10500,未知
上海,整租·延平路446弄 2室2厅 南/北,整租,静安,曹家渡,延平路446弄,70.0,2,2,2,南 北,高,6,官方核验|近地铁|精装|双卫生间,链家,未知,9500,9500,未知
上海,独栋·COZI可遇 新江湾城店 可遇式慢生活 殷高东路地铁口轻奢生活样本 1室1厅,独栋,未知,未知,未知,41.0,1,1,1,未知,未知,0,独栋公寓|近地铁|精装|开放厨房,COZI可遇,7天前维护,6360-6380,6360,2026-01-01
上海,整租·三盛颐景园(住宅) 4室2厅 南/西南,整租,松江,九亭,三盛颐景园(住宅),105.0,4,2,1,南 西南,中,6,官方核验,链家,未知,3900,3900,未知
上海,独栋·COZI可遇 新江湾城店 服务式公寓  免费入住保洁 押一付一 解锁品质生活新篇 1室1厅,独栋,未知,未知,未知,43.0,1,1,1,未知,未知,0,独栋公寓|近地铁|精装|开放厨房,COZI可遇,7天前维护,6481-6499,6481,2026-01-01
上海,整租·上海家天下花园 4室2厅 复式 东,整租,松江,新桥,上海家天下花园,224.56,4,2,3,东,低,2,官方核验|精装,链家,4天前维护,12960,12960,2026-01-04
上海,独栋·COZI可遇 新江湾城店 五角场圈 殷高东路100M 押一付一 拎包入住 1室1厅,独栋,未知,未知,未知,43.0,1,1,1,未知,未知,0,独栋公寓|近地铁|精装|开放厨房,COZI可遇,7天前维护,6449,6449,2026-01-01
上海,整租·汤臣中心 1室1厅 东北,整租,浦东,陆家嘴,汤臣中心,47.08,1,1,1,东北,低,25,官方核验|近地铁|精装,链家,4天前维护,4000,4000,2026-01-04
上海,整租·信达郡庭 3室2厅 南,整租,宝山,罗店,信达郡庭,133.02,3,2,2,南,高,4,官方核验|近地铁|精装|双卫生间,链家,2天前维护,6900,6900,2026-01-06
上海,独栋·COZI可遇 新江湾城店 服务式公寓  押一付一精装一居室家具家电齐全 民用水电 1室1厅,独栋,未知,未知,未知,38.0,1,1,1,未知,未知,0,独栋公寓|近地铁|精装|开放厨房,COZI可遇,7天前维护,6170-6266,6170,2026-01-01
上海,整租·上海家天下花园 4室2厅 跃层 南,整租,松江,新桥,上海家天下花园,301.52,4,2,4,南,低,2,官方核验|精装,链家,3天前维护,20000,20000,2026-01-05
上海,独栋·方隅服务公寓 上海颛桥方隅公寓B店 【双地铁公寓】5/15号线 网红公寓 品牌家电 免费健身房 1室1厅,独栋,未知,未知,未知,40.0,1,1,1,未知,未知,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,3779,3779,2026-01-07
上海,整租·绿川新苑南区 4室2厅 复式 南/北,整租,浦东,北蔡,绿川新苑南区,130.83,4,2,2,南 北,高,6,官方核验|精装|双卫生间,链家,未知,8000,8000,未知
上海,整租·华润虹桥润璟 3室2厅 南,整租,青浦,徐泾,华润虹桥润璟,91.65,3,2,2,南,中,7,官方核验|双卫生间,链家,1天前维护,9100,9100,2026-01-07
上海,独栋·方隅服务公寓 上海颛桥方隅公寓B店 【1月活动 立减1000】向阳落地窗 近星河湾 免费维修 代收发快递 1室1厅,独栋,未知,未知,未知,40.0,1,1,1,未知,未知,0,独栋公寓|拎包入住|近地铁|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,4670,4670,2026-01-07
上海,整租·保利叶之林(一期) 4室1厅 南,整租,宝山,上大,保利叶之林(一期),146.64,4,1,2,南,高,10,官方核验|近地铁|双卫生间|随时看房,链家,未知,7000,7000,未知
上海,整租·同润菲诗艾伦 3室2厅 南,整租,松江,泗泾,同润菲诗艾伦,180.07,3,2,2,南,低,16,官方核验|精装|双卫生间,链家,未知,5200,5200,未知
上海,整租·绿地香颂(浦东)(公寓) 2室1厅 南,整租,浦东,三林,绿地香颂(浦东)(公寓),90.15,2,1,1,南,低,18,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,5290,5290,2026-01-08
上海,整租·万科城市花园 1室1厅 南,整租,闵行,七宝,万科城市花园,41.52,1,1,1,南,中,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,5789,5789,2026-01-08
上海,整租·宜德苑 2室1厅 南,整租,徐汇,徐家汇,宜德苑,94.88,2,1,1,南,高,14,公寓|月租|拎包入住|近地铁|精装|押一付一|随时看房,自如,今天维护,10890,10890,2026-01-08
上海,整租·银春小区 3室1厅 南,整租,闵行,颛桥,银春小区,78.53,3,1,1,南,高,6,官方核验|近地铁,链家,5天前维护,4900,4900,2026-01-03
上海,整租·水岸秀苑 2室1厅 南,整租,嘉定,江桥,水岸秀苑,73.17,2,1,1,南,中,5,公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,5329,5329,2026-01-08
上海,整租·广海花园 3室1厅 南,整租,闵行,七宝,广海花园,87.09,3,1,1,南,中,6,官方核验|随时看房,链家,3天前维护,5800,5800,2026-01-05
上海,整租·同济华城 1室1厅 南,整租,闵行,古美,同济华城,64.07,1,1,1,南,中,17,官方核验|近地铁|精装|随时看房,链家,未知,6500,6500,未知
上海,整租·长峰浦江 3室1厅 南,整租,长宁,新华路,长峰浦江,117.18,3,1,1,南,低,34,官方核验|近地铁|精装,链家,4天前维护,11000,11000,2026-01-04
上海,整租·绿地云悦坊 2室1厅 南,整租,浦东,川沙,绿地云悦坊,54.0,2,1,1,南,中,12,近地铁|精装,链家,未知,4200,4200,未知
上海,整租·盘古天地(一期） 3室2厅 南,整租,嘉定,嘉定新城,盘古天地(一期）,89.84,3,2,1,南,高,26,官方核验|精装|随时看房,链家,3天前维护,4500,4500,2026-01-05
上海,整租·大华紫樾府 3室2厅 南/北,整租,闵行,华漕,大华紫樾府,102.94,3,2,2,南 北,高,18,官方核验|精装|双卫生间,链家,2天前维护,8500,8500,2026-01-06
上海,整租·古美西路316弄 1室1厅 南/北,整租,闵行,古美,古美西路316弄,60.43,1,1,1,南 北,中,6,官方核验,链家,未知,5800,5800,未知
上海,整租·梅陇十一村 2室1厅 南,整租,徐汇,华东理工,梅陇十一村,50.0,2,1,1,南,低,6,官方核验|近地铁|精装|随时看房,链家,1天前维护,5000,5000,2026-01-07
上海,整租·中国铁建香榭国际 3室1厅 南,整租,奉贤,西渡,中国铁建香榭国际,88.81,3,1,1,南,中,20,官方核验|近地铁|精装|随时看房,链家,1天前维护,3600,3600,2026-01-07
上海,整租·育秀九区 2室1厅 南,整租,奉贤,南桥,育秀九区,86.42,2,1,1,南,高,5,官方核验|随时看房,链家,未知,2300,2300,未知
上海,整租·公兴路45弄 1室1厅 南,整租,静安,西藏北路,公兴路45弄,34.88,1,1,1,南,高,6,公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,4460,4460,2026-01-08
上海,整租·延吉三村 2室1厅 南,整租,杨浦,黄兴公园,延吉三村,50.96,2,1,1,南,低,6,公寓|月租|拎包入住|精装|押一付一|随时看房,自如,今天维护,5460,5460,2026-01-08
上海,整租·众乐小区 1室1厅 南,整租,静安,江宁路,众乐小区,30.23,1,1,1,南,中,4,官方核验|精装,链家,4天前维护,5800,5800,2026-01-04
上海,整租·大桥公寓 2室2厅 南,整租,奉贤,西渡,大桥公寓,82.6,2,2,1,南,中,5,官方核验|随时看房,链家,未知,2000,2000,未知
上海,整租·万科莱茵半岛 3室2厅 复式 南,整租,嘉定,安亭,万科莱茵半岛,122.68,3,2,1,南,中,5,官方核验|精装|随时看房,链家,未知,10000,10000,未知
上海,整租·广海花园 3室2厅 南/北,整租,闵行,七宝,广海花园,104.98,3,2,2,南 北,中,6,官方核验|精装|双卫生间|随时看房,链家,4天前维护,7800,7800,2026-01-04
上海,整租·聚龙新苑 6室2厅 南,整租,徐汇,龙华,聚龙新苑,172.0,6,2,2,南,高,6,官方核验|近地铁|精装|双卫生间,链家,未知,13900,13900,未知
上海,整租·绿城上海诚园 4室2厅 南,整租,奉贤,四团,绿城上海诚园,136.0,4,2,2,南,中,13,官方核验|精装|双卫生间,链家,未知,5300,5300,未知
上海,整租·慧华苑 1室1厅 南,整租,宝山,上大,慧华苑,50.88,1,1,1,南,低,6,公寓|拎包入住|精装|押一付一|随时看房,自如,今天维护,3890,3890,2026-01-08
上海,整租·笠园凯旋坊 1室1厅 南,整租,长宁,中山公园,笠园凯旋坊,50.32,1,1,1,南,高,6,官方核验|近地铁|精装,链家,2天前维护,7800,7800,2026-01-06
上海,整租·海上国际花园(二期) 2室1厅 南,整租,浦东,北蔡,海上国际花园(二期),68.57,2,1,1,南,中,11,近地铁|精装,链家,3天前维护,7300,7300,2026-01-05
上海,整租·招商虹桥公馆二期北区 4室2厅 南,整租,青浦,徐泾,招商虹桥公馆二期北区,131.05,4,2,2,南,低,18,官方核验|近地铁|精装|双卫生间|随时看房,链家,3天前维护,10500,10500,2026-01-05
上海,整租·宝江嘉苑 2室2厅 南/北,整租,嘉定,江桥,宝江嘉苑,86.0,2,2,1,南 北,高,19,新上,链家,3天前维护,3600,3600,2026-01-05
上海,整租·汇港苑 2室1厅 南/北,整租,奉贤,奉贤金汇,汇港苑,71.0,2,1,1,南 北,低,18,业主自荐|新上,链家,1天前维护,1500,1500,2026-01-07
上海,整租·鸿基公寓 2室1厅 南,整租,浦东,川沙,鸿基公寓,86.49,2,1,1,南,低,6,官方核验|业主自荐|新上|精装|随时看房,链家,3天前维护,5000,5000,2026-01-05
上海,整租·武宁苑 3室2厅 南,整租,普陀,真如,武宁苑,111.08,3,2,2,南,中,6,官方核验|业主自荐|新上|近地铁|精装|双卫生间,链家,2天前维护,9500,9500,2026-01-06
上海,整租·绿洲康城亲水湾(中央区) 4室2厅 南/北,整租,浦东,御桥,绿洲康城亲水湾(中央区),173.67,4,2,2,南 北,高,18,官方核验|新上|精装|双卫生间,链家,3天前维护,12000,12000,2026-01-05
上海,独栋·方隅服务公寓 上海会展方隅国际公寓 【长租特惠88折】携程首选 虹桥人才公寓首次出租豪华装修免费班车超大花园 1室1厅,独栋,未知,未知,未知,58.0,1,1,1,未知,未知,0,独栋公寓|月租|拎包入住|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,5700,5700,2026-01-07
上海,独栋·城方公寓 黄浦璟岸社区 融创滨江壹号院旁，九院500m，博荟广场300m，外国语小学 2室2厅,独栋,未知,未知,未知,87.84,2,2,2,未知,未知,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房,城方公寓,4个月前维护,15274,15274,2025-09-10
上海,整租·宜浩佳园北区 2室2厅 南,整租,浦东,临港新城,宜浩佳园北区,82.96,2,2,1,南,高,4,官方核验|新上|随时看房,链家,3天前维护,2500,2500,2026-01-05
上海,整租·嘉正国际 1室1厅 东,整租,嘉定,安亭,嘉正国际,67.93,1,1,1,东,中,25,业主自荐|新上|近地铁,链家,3天前维护,2600,2600,2026-01-05
